WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,1002,dominicks,17635,1,1.96,34564.6
1990-06-21,1002,dominicks,16251,1,2.32,37702.32
1990-06-28,1002,dominicks,16366,1,2.2,36005.200000000004
1990-07-05,1002,dominicks,13610,1,1.98,26947.8
1990-07-12,1002,dominicks,16684,1,2.01,33534.84
1990-07-19,1002,dominicks,10260,1,2.41,24726.600000000002
1990-07-26,1002,dominicks,11748,1,2.6,30544.8
1990-08-02,1002,dominicks,11482,1,2.25,25834.5
1990-08-09,1002,dominicks,16767,1,2.26,37893.42
1990-08-16,1002,dominicks,19921,1,2.66,52989.86
1990-08-23,1002,dominicks,15623,1,2.0,31246.0
1990-08-30,1002,dominicks,14730,1,2.6,38298.0
1990-09-06,1002,dominicks,13049,1,2.62,34188.380000000005
1990-09-13,1002,dominicks,17331,1,2.62,45407.22
1990-09-20,1002,dominicks,11402,1,2.05,23374.1
1990-09-27,1002,dominicks,18619,1,2.16,40217.04
1990-10-04,1002,dominicks,9071,1,2.45,22223.95
1990-10-11,1002,dominicks,13331,1,2.51,33460.81
1990-10-18,1002,dominicks,11799,1,2.01,23715.989999999998
1990-10-25,1002,dominicks,17602,1,2.37,41716.740000000005
1990-11-01,1002,dominicks,12883,1,2.12,27311.960000000003
1990-11-08,1002,dominicks,12475,1,2.09,26072.75
1990-11-15,1002,dominicks,15121,1,1.96,29637.16
1990-11-22,1002,dominicks,16079,1,2.61,41966.189999999995
1990-11-29,1002,dominicks,19394,1,2.61,50618.34
1990-12-06,1002,dominicks,9443,1,2.42,22852.059999999998
1990-12-13,1002,dominicks,12501,1,1.9,23751.899999999998
1990-12-20,1002,dominicks,14314,1,1.96,28055.44
1990-12-27,1002,dominicks,14759,1,2.35,34683.65
1991-01-03,1002,dominicks,10499,1,2.48,26037.52
1991-01-10,1002,dominicks,17423,1,2.09,36414.07
1991-01-17,1002,dominicks,14737,1,2.68,39495.16
1991-01-24,1002,dominicks,17918,1,2.15,38523.7
1991-01-31,1002,dominicks,17806,1,2.49,44336.94
1991-02-07,1002,dominicks,12281,1,2.0,24562.0
1991-02-14,1002,dominicks,17824,1,2.13,37965.119999999995
1991-02-21,1002,dominicks,15692,1,2.2,34522.4
1991-02-28,1002,dominicks,16141,1,2.32,37447.119999999995
1991-03-07,1002,dominicks,12471,1,2.01,25066.71
1991-03-14,1002,dominicks,19844,1,1.95,38695.799999999996
1991-03-21,1002,dominicks,11741,1,2.32,27239.12
1991-03-28,1002,dominicks,9459,1,2.45,23174.550000000003
1991-04-04,1002,dominicks,16489,1,2.41,39738.490000000005
1991-04-11,1002,dominicks,11721,1,2.64,30943.440000000002
1991-04-18,1002,dominicks,15932,1,2.01,32023.319999999996
1991-04-25,1002,dominicks,9596,1,2.51,24085.96
1991-05-02,1002,dominicks,16276,1,2.52,41015.52
1991-05-09,1002,dominicks,19338,1,2.69,52019.22
1991-05-16,1002,dominicks,12440,1,2.28,28363.199999999997
1991-05-23,1002,dominicks,16941,1,2.03,34390.229999999996
1991-05-30,1002,dominicks,19771,1,2.03,40135.13
1991-06-06,1002,dominicks,15319,1,2.1,32169.9
1991-06-13,1002,dominicks,18898,1,2.44,46111.12
1991-06-20,1002,dominicks,15330,1,2.24,34339.200000000004
1991-06-27,1002,dominicks,19887,1,2.42,48126.54
1991-07-04,1002,dominicks,17039,1,2.45,41745.55
1991-07-11,1002,dominicks,14660,1,2.42,35477.2
1991-07-18,1002,dominicks,16451,1,2.17,35698.67
1991-07-25,1002,dominicks,11538,1,2.61,30114.18
1991-08-01,1002,dominicks,11837,1,2.52,29829.24
1991-08-08,1002,dominicks,17755,1,2.5,44387.5
1991-08-15,1002,dominicks,12961,1,2.08,26958.88
