WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,1001,dominicks,12383,1,2.3,28480.899999999998
1990-06-21,1001,dominicks,19572,1,2.25,44037.0
1990-06-28,1001,dominicks,13737,1,2.18,29946.660000000003
1990-07-05,1001,dominicks,11989,1,2.08,24937.120000000003
1990-07-12,1001,dominicks,17410,1,2.59,45091.899999999994
1990-07-19,1001,dominicks,16838,1,2.19,36875.22
1990-07-26,1001,dominicks,10877,1,2.42,26322.34
1990-08-02,1001,dominicks,10825,1,2.65,28686.25
1990-08-09,1001,dominicks,15426,1,2.67,41187.42
1990-08-16,1001,dominicks,11622,1,2.24,26033.280000000002
1990-08-23,1001,dominicks,18309,1,2.07,37899.63
1990-08-30,1001,dominicks,13555,1,2.33,31583.15
1990-09-06,1001,dominicks,18740,1,2.49,46662.600000000006
1990-09-13,1001,dominicks,14647,1,2.45,35885.15
1990-09-20,1001,dominicks,11637,1,2.36,27463.32
1990-09-27,1001,dominicks,13231,1,2.37,31357.47
1990-10-04,1001,dominicks,9831,1,2.3,22611.3
1990-10-11,1001,dominicks,15151,1,2.1,31817.100000000002
1990-10-18,1001,dominicks,13215,1,2.53,33433.95
1990-10-25,1001,dominicks,17391,1,2.38,41390.58
1990-11-01,1001,dominicks,14562,1,2.57,37424.34
1990-11-08,1001,dominicks,19233,1,2.03,39042.99
1990-11-15,1001,dominicks,15531,1,2.66,41312.46
1990-11-22,1001,dominicks,13650,1,2.25,30712.5
1990-11-29,1001,dominicks,17185,1,2.03,34885.549999999996
1990-12-06,1001,dominicks,17472,1,2.16,37739.520000000004
1990-12-13,1001,dominicks,17450,1,2.31,40309.5
1990-12-20,1001,dominicks,19977,1,2.08,41552.16
1990-12-27,1001,dominicks,13402,1,2.02,27072.04
1991-01-03,1001,dominicks,14750,1,2.18,32155.000000000004
1991-01-10,1001,dominicks,9314,1,1.93,17976.02
1991-01-17,1001,dominicks,17021,1,2.66,45275.86
1991-01-24,1001,dominicks,13840,1,2.03,28095.199999999997
1991-01-31,1001,dominicks,18198,1,2.12,38579.76
1991-02-07,1001,dominicks,11082,1,2.31,25599.420000000002
1991-02-14,1001,dominicks,14652,1,2.04,29890.08
1991-02-21,1001,dominicks,18619,1,2.16,40217.04
